asteroid_id,diameter_m,velocity_km_s,distance_km,kinetic_energy_mt,is_hazardous,absolute_magnitude,approach_parameter,gravity_influence,orbit_uncertainty,moid,inclination,eccentricity
54327903,28.41,9.373,11654587.61,0.378338,0,25.90,1829.318413,0.00054665,9,1.000000,0.0000,0.000000
54404097,32.62,10.694,19439017.63,0.745461,0,25.60,3051.172128,0.00032774,9,1.000000,0.0000,0.000000
54467114,78.98,8.270,40049657.90,6.326728,0,23.68,6286.243588,0.00015908,9,1.000000,0.0000,0.000000
3652983,49.38,21.240,62880885.87,10.196134,0,24.70,9869.861226,0.00010132,9,1.000000,0.0000,0.000000
3736207,26.52,7.468,18799058.36,0.195236,0,26.05,2950.723334,0.00033890,9,1.000000,0.0000,0.000000
3761647,49.38,9.419,25962908.94,2.005042,0,24.70,4075.170137,0.00024539,9,1.000000,0.0000,0.000000
3781985,12.99,10.127,36072718.16,0.042175,0,27.60,5662.018232,0.00017662,9,1.000000,0.0000,0.000000
3782065,311.56,7.601,70018226.40,328.021744,0,20.70,10990.146978,0.00009099,9,1.000000,0.0000,0.000000
3789664,54.14,11.678,6402080.31,4.063268,0,24.50,1004.878404,0.00099515,9,1.000000,0.0000,0.000000
3792460,128.10,3.177,42085880.82,3.983746,0,22.63,6605.851644,0.00015138,9,1.000000,0.0000,0.000000
3824114,13.60,9.342,6108599.06,0.041210,0,27.50,958.813225,0.00104296,9,1.000000,0.0000,0.000000
3989355,12.40,9.314,40931336.37,0.031072,0,27.70,6424.632926,0.00015565,9,1.000000,0.0000,0.000000
54203035,38.15,12.483,34200505.57,1.624671,0,25.26,5368.153441,0.00018628,9,1.000000,0.0000,0.000000
54380577,137.26,2.791,56188093.34,3.781482,0,22.48,8819.352274,0.00011339,9,1.000000,0.0000,0.000000
54547359,80.64,5.290,14852739.67,2.754765,0,23.64,2331.304296,0.00042894,9,1.000000,0.0000,0.000000
2002100,2418.48,12.225,25866034.21,396839.627281,0,16.25,4059.964560,0.00024631,9,1.000000,0.0000,0.000000
3337714,465.10,26.907,13898634.96,13672.681689,0,19.83,2181.546847,0.00045839,9,1.000000,0.0000,0.000000
3720359,113.12,14.177,64072149.04,54.610818,0,22.90,10056.843360,0.00009943,9,1.000000,0.0000,0.000000
3758843,92.37,7.586,9532265.71,8.513285,0,23.34,1496.196156,0.00066836,9,1.000000,0.0000,0.000000
3785772,39.22,16.519,58427099.97,3.091000,0,25.20,9170.789511,0.00010904,9,1.000000,0.0000,0.000000
3789722,42.22,19.883,73469460.88,5.586084,0,25.04,11531.856990,0.00008672,9,1.000000,0.0000,0.000000
54005663,28.41,21.205,72586446.99,1.936389,0,25.90,11393.258043,0.00008777,9,1.000000,0.0000,0.000000
54087734,15.62,8.470,71724054.20,0.051273,0,27.20,11257.895809,0.00008883,9,1.000000,0.0000,0.000000
54193344,31.74,9.850,20718699.32,0.582095,0,25.66,3252.032541,0.00030750,9,1.000000,0.0000,0.000000
54248944,47.16,5.409,27366868.99,0.575855,0,24.80,4295.537434,0.00023280,9,1.000000,0.0000,0.000000
54538774,69.11,9.646,10822931.52,5.765518,0,23.97,1698.780650,0.00058866,9,1.000000,0.0000,0.000000
54538959,22.99,4.575,1334144.31,0.047734,0,26.36,209.408932,0.00477535,9,1.000000,0.0000,0.000000
54539329,97.17,4.477,26541267.83,3.452112,0,23.23,4165.950060,0.00024004,9,1.000000,0.0000,0.000000
54539488,40.88,7.698,17757787.95,0.760096,0,25.11,2787.284249,0.00035877,9,1.000000,0.0000,0.000000
54539965,111.57,11.898,29583510.33,36.902221,0,22.93,4643.464186,0.00021536,9,1.000000,0.0000,0.000000
54542758,49.38,6.473,11103928.33,0.946951,0,24.70,1742.886256,0.00057376,9,1.000000,0.0000,0.000000
54543098,70.07,5.515,29220051.65,1.964165,0,23.94,4586.415265,0.00021804,9,1.000000,0.0000,0.000000
3545705,41.07,17.589,65281893.64,4.023738,0,25.10,10246.726360,0.00009759,9,1.000000,0.0000,0.000000
3601337,6.51,2.783,19273529.65,0.000401,0,29.10,3025.196931,0.00033056,9,1.000000,0.0000,0.000000
54016565,7.47,17.833,55362681.39,0.024922,0,28.80,8689.794599,0.00011508,9,1.000000,0.0000,0.000000
54209296,18.77,18.437,54343944.97,0.422196,0,26.80,8529.892476,0.00011723,9,1.000000,0.0000,0.000000
54268806,15.12,22.167,50662735.44,0.318813,0,27.27,7952.085299,0.00012575,9,1.000000,0.0000,0.000000
54296530,7.14,3.851,3415057.20,0.001012,0,28.90,536.031581,0.00186556,9,1.000000,0.0000,0.000000
54539572,51.23,9.842,15852386.79,2.445224,0,24.62,2488.210138,0.00040190,9,1.000000,0.0000,0.000000
54540494,28.28,6.941,3435130.86,0.204655,0,25.91,539.182367,0.00185466,9,1.000000,0.0000,0.000000
54541507,17.60,5.808,1680858.49,0.034533,0,26.94,263.829618,0.00379033,9,1.000000,0.0000,0.000000
54546403,78.95,7.284,20100061.40,4.900396,0,23.68,3154.930372,0.00031696,9,1.000000,0.0000,0.000000
2444004,326.24,8.940,19238669.05,520.971222,1,20.60,3019.725169,0.00033116,9,1.000000,0.0000,0.000000
3608323,128.69,7.818,60491858.77,24.453317,0,22.62,9494.876592,0.00010532,9,1.000000,0.0000,0.000000
3759247,36.44,24.207,66992044.42,5.321168,0,25.36,10515.153731,0.00009510,9,1.000000,0.0000,0.000000
3797753,59.37,11.208,56222867.68,4.934237,0,24.30,8824.810497,0.00011332,9,1.000000,0.0000,0.000000
3802594,45.03,7.653,73086307.47,1.004234,0,24.90,11471.716758,0.00008717,9,1.000000,0.0000,0.000000
3837996,23.85,11.093,66826691.68,0.313500,0,26.28,10489.199761,0.00009534,9,1.000000,0.0000,0.000000
3944182,16.35,7.174,58383632.26,0.042238,0,27.10,9163.966765,0.00010912,9,1.000000,0.0000,0.000000
54051109,99.44,26.317,58655525.94,127.817003,0,23.18,9206.643532,0.00010862,9,1.000000,0.0000,0.000000
54212926,21.36,16.686,40603649.38,0.509104,0,26.52,6373.198772,0.00015691,9,1.000000,0.0000,0.000000
54383299,25.32,14.917,55135412.19,0.678417,0,26.15,8654.122145,0.00011555,9,1.000000,0.0000,0.000000
54392937,219.55,19.137,52287306.06,727.542056,0,21.46,8207.079903,0.00012185,9,1.000000,0.0000,0.000000
54496016,12.99,7.339,54742077.24,0.022152,0,27.60,8592.383808,0.00011638,9,1.000000,0.0000,0.000000
54539478,69.75,13.596,8242513.06,11.774672,0,23.95,1293.754993,0.00077294,9,1.000000,0.0000,0.000000
54539694,67.23,8.405,26743739.19,4.028613,0,24.03,4197.730213,0.00023822,9,1.000000,0.0000,0.000000
54540403,60.75,10.790,11556788.48,4.899586,0,24.25,1813.967741,0.00055128,9,1.000000,0.0000,0.000000
54540496,13.41,2.020,1534738.03,0.001848,0,27.53,240.894369,0.00415120,9,1.000000,0.0000,0.000000
54541028,33.38,6.165,13501696.53,0.265449,0,25.55,2119.242903,0.00047187,9,1.000000,0.0000,0.000000
54541879,25.21,6.535,5768259.36,0.128420,0,26.16,905.393087,0.00110449,9,1.000000,0.0000,0.000000
3333611,392.23,14.225,52107920.28,2292.234934,0,20.20,8178.923290,0.00012227,9,1.000000,0.0000,0.000000
3648839,57.48,9.580,15617596.09,3.272670,0,24.37,2451.357101,0.00040794,9,1.000000,0.0000,0.000000
3788891,25.91,4.903,30610259.51,0.078537,0,26.10,4804.624001,0.00020813,9,1.000000,0.0000,0.000000
54166173,36.77,4.065,11696261.95,0.154263,0,25.34,1835.859669,0.00054470,9,1.000000,0.0000,0.000000
54292843,60.47,5.023,39263841.56,1.047146,0,24.26,6162.900889,0.00016226,9,1.000000,0.0000,0.000000
54485072,10.51,5.402,33811372.66,0.006358,0,28.06,5307.074660,0.00018843,9,1.000000,0.0000,0.000000
54539345,16.43,6.857,5664119.61,0.039115,0,27.09,889.047185,0.00112480,9,1.000000,0.0000,0.000000
3709079,362.70,14.694,22963553.66,1933.693761,0,20.37,3604.387641,0.00027744,9,1.000000,0.0000,0.000000
54248447,16.20,7.521,72272832.86,0.045154,0,27.12,11344.032783,0.00008815,9,1.000000,0.0000,0.000000
54290863,11.31,23.289,74456831.42,0.147374,0,27.90,11686.835884,0.00008557,9,1.000000,0.0000,0.000000
54539332,18.26,3.969,7657459.11,0.018011,0,26.86,1201.924205,0.00083200,9,1.000000,0.0000,0.000000
54539485,39.95,12.259,1583236.62,1.798878,0,25.16,248.506769,0.00402404,9,1.000000,0.0000,0.000000
54539807,87.81,17.369,19965469.02,38.340796,0,23.45,3133.804586,0.00031910,9,1.000000,0.0000,0.000000
54540153,18.60,8.671,325697.66,0.090838,0,26.82,51.121906,0.01956109,9,1.000000,0.0000,0.000000
54540432,161.27,14.676,21404633.02,169.562772,0,22.13,3359.697539,0.00029765,9,1.000000,0.0000,0.000000
54540707,12.40,3.676,1988111.53,0.004841,0,27.70,312.056432,0.00320455,9,1.000000,0.0000,0.000000
54540907,73.04,6.245,16546072.55,2.852625,0,23.85,2597.091908,0.00038505,9,1.000000,0.0000,0.000000
54541334,17.93,8.903,1418259.44,0.085738,0,26.90,222.611746,0.00449213,9,1.000000,0.0000,0.000000
2513138,270.11,11.702,11467561.46,506.546199,0,21.01,1799.962558,0.00055557,9,1.000000,0.0000,0.000000
3986776,22.57,25.720,47582017.32,1.427777,0,26.40,7468.531991,0.00013390,9,1.000000,0.0000,0.000000
54051183,65.09,16.349,39386105.57,13.839603,0,24.10,6182.091597,0.00016176,9,1.000000,0.0000,0.000000
54355033,70.07,13.535,34955274.52,11.831436,0,23.94,5486.622904,0.00018226,9,1.000000,0.0000,0.000000
54538950,37.11,6.011,12497096.47,0.346763,0,25.32,1961.559640,0.00050980,9,1.000000,0.0000,0.000000
54538962,47.81,5.990,1486233.95,0.736084,0,24.77,233.281110,0.00428667,9,1.000000,0.0000,0.000000
54539068,55.92,16.687,1618466.94,9.138821,0,24.43,254.036562,0.00393644,9,1.000000,0.0000,0.000000
54539570,92.80,11.090,25972974.07,18.448031,0,23.33,4076.749972,0.00024529,9,1.000000,0.0000,0.000000
54540902,47.59,9.426,3241093.07,1.797973,0,24.78,508.725957,0.00196569,9,1.000000,0.0000,0.000000
54540904,34.64,12.159,6976930.52,1.153317,0,25.47,1095.107599,0.00091315,9,1.000000,0.0000,0.000000
54541490,38.33,11.861,8258876.09,1.487265,0,25.25,1296.323354,0.00077141,9,1.000000,0.0000,0.000000
3426239,311.56,10.855,12707307.91,668.946611,0,20.70,1994.554687,0.00050137,9,1.000000,0.0000,0.000000
3576527,108.03,12.928,61708963.03,39.551588,0,23.00,9685.914774,0.00010324,9,1.000000,0.0000,0.000000
3648206,91.95,17.423,11941327.86,44.294639,0,23.35,1874.325515,0.00053353,9,1.000000,0.0000,0.000000
3764860,98.52,12.133,49872550.94,26.426234,0,23.20,7828.056967,0.00012775,9,1.000000,0.0000,0.000000
3767167,74.74,12.561,15112767.58,12.365208,0,23.80,2372.118596,0.00042156,9,1.000000,0.0000,0.000000
3778661,71.05,9.138,19856001.55,5.621029,0,23.91,3116.622438,0.00032086,9,1.000000,0.0000,0.000000
3795122,49.38,13.373,54177330.20,4.042012,0,24.70,8503.740418,0.00011760,9,1.000000,0.0000,0.000000
3825135,37.46,7.425,41801961.78,0.543877,0,25.30,6561.287361,0.00015241,9,1.000000,0.0000,0.000000
3838124,78.26,10.548,6828732.46,10.010587,0,23.70,1071.846251,0.00093297,9,1.000000,0.0000,0.000000
54051038,105.09,17.259,43700206.50,64.886721,0,23.06,6859.238189,0.00014579,9,1.000000,0.0000,0.000000
54106296,37.29,6.366,56467617.63,0.394389,0,25.31,8863.226751,0.00011283,9,1.000000,0.0000,0.000000
54339762,22.06,15.660,70009915.98,0.493952,0,26.45,10988.842565,0.00009100,9,1.000000,0.0000,0.000000
54428349,51.94,8.301,22341912.25,1.813119,0,24.59,3506.814040,0.00028516,9,1.000000,0.0000,0.000000
54465291,51.23,17.848,17627349.60,8.041057,0,24.62,2766.810485,0.00036143,9,1.000000,0.0000,0.000000
54538390,117.91,14.169,5146292.21,61.771144,0,22.81,807.768358,0.00123798,9,1.000000,0.0000,0.000000
54539065,87.00,13.116,17139442.30,21.266507,0,23.47,2690.227954,0.00037172,9,1.000000,0.0000,0.000000
54539338,32.47,4.192,8463236.61,0.112952,0,25.61,1328.400032,0.00075279,9,1.000000,0.0000,0.000000
54539568,65.70,5.247,15704640.66,1.465224,0,24.08,2465.019724,0.00040568,9,1.000000,0.0000,0.000000
54541092,22.16,5.931,2387603.71,0.071831,0,26.44,374.761217,0.00266837,9,1.000000,0.0000,0.000000
54543103,51.94,5.435,24116050.15,0.777309,0,24.59,3785.284908,0.00026418,9,1.000000,0.0000,0.000000
54544428,73.04,5.976,12975223.35,2.611901,0,23.85,2036.607024,0.00049101,9,1.000000,0.0000,0.000000
2523605,216.54,23.504,68699426.31,1052.986223,0,21.49,10783.146494,0.00009274,9,1.000000,0.0000,0.000000
3299722,480.33,14.377,6085390.16,4300.152534,1,19.76,955.170328,0.00104693,9,1.000000,0.0000,0.000000
3645001,543.93,26.037,50591982.99,20478.971008,0,19.49,7940.979908,0.00012593,9,1.000000,0.0000,0.000000
3771633,20.58,9.586,41266690.17,0.150466,0,26.60,6477.270471,0.00015439,9,1.000000,0.0000,0.000000
3788088,38.33,15.494,60546085.76,2.537775,0,25.25,9503.388128,0.00010523,9,1.000000,0.0000,0.000000
3893382,52.67,16.197,32298265.90,7.194055,0,24.56,5069.575561,0.00019726,9,1.000000,0.0000,0.000000
54167176,43.61,22.462,72243548.38,7.852641,0,24.97,11339.436254,0.00008819,9,1.000000,0.0000,0.000000
54289511,154.01,10.782,8243744.07,79.714383,0,22.23,1293.948214,0.00077283,9,1.000000,0.0000,0.000000
54292686,76.13,7.377,11440830.10,4.507094,0,23.76,1795.766771,0.00055687,9,1.000000,0.0000,0.000000
54341593,17.60,13.892,65570563.71,0.197533,0,26.94,10292.036369,0.00009716,9,1.000000,0.0000,0.000000
54489663,6.13,7.200,53259958.46,0.002243,0,29.23,8359.748620,0.00011962,9,1.000000,0.0000,0.000000
54533009,161.27,10.323,15158716.64,83.893164,0,22.13,2379.330817,0.00042029,9,1.000000,0.0000,0.000000
54535073,54.14,8.906,6897447.30,2.363273,0,24.50,1082.631816,0.00092368,9,1.000000,0.0000,0.000000
54537480,46.30,8.062,5629529.38,1.210657,0,24.84,883.617860,0.00113171,9,1.000000,0.0000,0.000000
54537709,98.07,15.365,16745480.02,41.803034,0,23.21,2628.391150,0.00038046,9,1.000000,0.0000,0.000000
54538217,19.57,11.995,427532.31,0.202353,0,26.71,67.105998,0.01490180,9,1.000000,0.0000,0.000000
54538347,72.70,4.391,11851810.30,1.390590,0,23.86,1860.274730,0.00053756,9,1.000000,0.0000,0.000000
54538389,69.11,16.608,4346161.03,17.090712,0,23.97,682.178784,0.00146589,9,1.000000,0.0000,0.000000
2812769,452.42,14.377,6085390.16,3593.220431,1,19.89,955.170328,0.00104693,9,1.000000,0.0000,0.000000
3724213,156.15,24.799,73101732.41,439.523360,0,22.20,11474.137877,0.00008715,9,1.000000,0.0000,0.000000
3726511,361.03,20.809,56508843.57,3824.967199,0,20.38,8869.697625,0.00011274,9,1.000000,0.0000,0.000000
3943319,2.16,9.619,17028300.94,0.000174,0,31.50,2672.783070,0.00037414,9,1.000000,0.0000,0.000000
54222541,7.58,13.219,66012163.03,0.014273,0,28.77,10361.350343,0.00009651,9,1.000000,0.0000,0.000000
54489181,71.05,4.970,29764801.61,1.662945,0,23.91,4671.919889,0.00021404,9,1.000000,0.0000,0.000000
54525738,152.60,7.834,19116122.49,40.937901,0,22.25,3000.490109,0.00033328,9,1.000000,0.0000,0.000000
54535074,49.61,7.175,5040298.60,1.179622,0,24.69,791.131471,0.00126401,9,1.000000,0.0000,0.000000
54538308,65.39,10.944,4633223.71,6.287645,0,24.09,727.236495,0.00137507,9,1.000000,0.0000,0.000000
54538310,56.96,8.671,7160245.98,2.607977,0,24.39,1123.881020,0.00088977,9,1.000000,0.0000,0.000000
54538339,34.16,7.831,3896201.92,0.458892,0,25.50,611.552648,0.00163518,9,1.000000,0.0000,0.000000
54538956,66.92,3.358,28813303.20,0.634289,0,24.04,4522.571527,0.00022111,9,1.000000,0.0000,0.000000
54538966,52.18,4.865,24511718.61,0.631467,0,24.58,3847.389516,0.00025992,9,1.000000,0.0000,0.000000
54539343,40.70,6.048,14277106.44,0.462690,0,25.12,2240.952196,0.00044624,9,1.000000,0.0000,0.000000
54540909,68.48,7.267,16890015.21,3.182753,0,23.99,2651.077572,0.00037721,9,1.000000,0.0000,0.000000
2138205,4222.24,10.137,29886880.58,1451932.500021,0,15.04,4691.081554,0.00021317,9,1.000000,0.0000,0.000000
3616348,136.63,12.128,34727076.42,70.422838,0,22.49,5450.804649,0.00018346,9,1.000000,0.0000,0.000000
3836972,86.60,15.423,67624107.24,29.005889,0,23.48,10614.363088,0.00009421,9,1.000000,0.0000,0.000000
3837864,18.77,5.076,31761934.14,0.031998,0,26.80,4985.392268,0.00020059,9,1.000000,0.0000,0.000000
3842764,156.15,10.234,58024410.65,74.856746,0,22.20,9107.582899,0.00010980,9,1.000000,0.0000,0.000000
54296728,7.51,6.300,15179571.51,0.003154,0,28.79,2382.604224,0.00041971,9,1.000000,0.0000,0.000000
54423947,63.61,16.789,62311445.65,13.620292,0,24.15,9780.481188,0.00010224,9,1.000000,0.0000,0.000000
54537673,62.74,6.502,7419076.42,1.959644,0,24.18,1164.507364,0.00085873,9,1.000000,0.0000,0.000000
54538185,63.32,19.119,7000302.66,17.419809,0,24.16,1098.776119,0.00091010,9,1.000000,0.0000,0.000000
54538216,109.53,13.820,3239406.55,47.115934,0,22.97,508.461238,0.00196672,9,1.000000,0.0000,0.000000
54538965,111.57,18.737,16632655.76,91.522988,0,22.93,2610.682115,0.00038304,9,1.000000,0.0000,0.000000
2263976,923.72,7.942,20938391.99,9332.713399,1,18.34,3286.515773,0.00030427,9,1.000000,0.0000,0.000000
3608665,56.17,5.553,9349315.38,1.026078,0,24.42,1467.480047,0.00068144,9,1.000000,0.0000,0.000000
3684730,248.62,21.694,44146817.63,1357.674026,0,21.19,6929.338821,0.00014431,9,1.000000,0.0000,0.000000
3842662,28.81,15.903,63782337.73,1.135165,0,25.87,10011.354219,0.00009989,9,1.000000,0.0000,0.000000
3879527,99.89,18.519,68550225.06,64.175676,0,23.17,10759.727681,0.00009294,9,1.000000,0.0000,0.000000
3972419,39.22,10.068,32535600.87,1.148146,0,25.20,5106.827950,0.00019582,9,1.000000,0.0000,0.000000
54225005,8.16,16.004,15850692.86,0.026096,0,28.61,2487.944258,0.00040194,9,1.000000,0.0000,0.000000
54248971,133.52,15.673,14204926.40,109.756674,0,22.54,2229.622727,0.00044851,9,1.000000,0.0000,0.000000
54293103,101.28,3.917,35976034.73,2.992416,0,23.14,5646.842683,0.00017709,9,1.000000,0.0000,0.000000
54353141,27.39,18.774,65467290.25,1.359111,0,25.98,10275.826441,0.00009732,9,1.000000,0.0000,0.000000
54376833,147.76,20.621,73732716.00,257.471218,0,22.32,11573.177838,0.00008641,9,1.000000,0.0000,0.000000
54393145,20.21,17.012,54701229.22,0.448393,0,26.64,8585.972252,0.00011647,9,1.000000,0.0000,0.000000
54420156,191.22,29.578,64730523.84,1148.334097,0,21.76,10160.182678,0.00009842,9,1.000000,0.0000,0.000000
54524522,55.40,6.605,24220205.72,1.392792,0,24.45,3801.633294,0.00026304,9,1.000000,0.0000,0.000000
54537956,37.46,10.412,9298464.15,1.069543,0,25.30,1459.498375,0.00068517,9,1.000000,0.0000,0.000000
54538307,84.24,15.726,8397198.14,27.754791,0,23.54,1318.034553,0.00075871,9,1.000000,0.0000,0.000000
54538313,13.79,6.954,1109326.88,0.023798,0,27.47,174.121312,0.00574312,9,1.000000,0.0000,0.000000
54538325,37.29,10.389,2204970.86,1.050207,0,25.31,346.094940,0.00288938,9,1.000000,0.0000,0.000000
54538337,60.75,7.651,7372004.61,2.463460,0,24.25,1157.118915,0.00086422,9,1.000000,0.0000,0.000000
54539333,37.29,6.121,11423916.59,0.364559,0,25.31,1793.112006,0.00055769,9,1.000000,0.0000,0.000000
54541101,607.49,17.328,26513206.37,12636.563596,0,19.25,4161.545498,0.00024030,9,1.000000,0.0000,0.000000
54541874,91.95,7.738,27929598.33,8.737770,0,23.35,4383.864123,0.00022811,9,1.000000,0.0000,0.000000
54542747,257.95,12.555,20028341.49,507.858016,0,21.11,3143.673126,0.00031810,9,1.000000,0.0000,0.000000
3295787,28.41,5.551,71505383.48,0.132684,0,25.90,11223.572983,0.00008910,9,1.000000,0.0000,0.000000
3772982,49.38,4.136,36552981.45,0.386583,0,24.70,5737.400949,0.00017429,9,1.000000,0.0000,0.000000
3826804,74.39,11.143,27242386.81,9.596273,0,23.81,4275.998557,0.00023386,9,1.000000,0.0000,0.000000
3837605,14.24,7.705,14613745.35,0.032185,0,27.40,2293.791453,0.00043596,9,1.000000,0.0000,0.000000
3837933,150.50,23.038,44142910.96,339.651496,0,22.28,6928.725625,0.00014433,9,1.000000,0.0000,0.000000
54104549,18.26,5.450,49293328.72,0.033961,0,26.86,7737.141535,0.00012925,9,1.000000,0.0000,0.000000
54235472,31.16,15.809,66391684.75,1.418847,0,25.70,10420.920539,0.00009596,9,1.000000,0.0000,0.000000
54281973,39.04,18.404,74617411.28,3.784115,0,25.21,11712.040698,0.00008538,9,1.000000,0.0000,0.000000
54422950,155.43,22.004,46858472.68,341.299676,0,22.21,7354.963534,0.00013596,9,1.000000,0.0000,0.000000
54537874,11.42,4.980,1520150.89,0.006928,0,27.88,238.604754,0.00419103,9,1.000000,0.0000,0.000000
54537870,75.08,4.749,22110990.40,1.791862,0,23.79,3470.568263,0.00028814,9,1.000000,0.0000,0.000000
54539073,108.53,9.022,11045754.53,19.530635,0,22.99,1733.755223,0.00057678,9,1.000000,0.0000,0.000000
2509073,305.87,18.599,66100171.81,1858.246245,0,20.74,10375.164308,0.00009638,9,1.000000,0.0000,0.000000
3742058,301.68,8.672,27547404.02,387.579992,0,20.77,4323.874434,0.00023127,9,1.000000,0.0000,0.000000
3742333,54.14,4.595,67888873.80,0.629072,0,24.50,10655.921175,0.00009384,9,1.000000,0.0000,0.000000
3797674,56.69,14.570,37335456.35,7.261962,0,24.40,5860.219173,0.00017064,9,1.000000,0.0000,0.000000
3825768,18.77,19.617,59295748.49,0.477941,0,26.80,9307.133651,0.00010744,9,1.000000,0.0000,0.000000
3841684,17.12,6.935,6375188.04,0.045318,0,27.00,1000.657361,0.00099934,9,1.000000,0.0000,0.000000
3843276,77.90,16.496,5822274.42,24.147487,0,23.71,913.871358,0.00109425,9,1.000000,0.0000,0.000000
54016528,11.31,11.298,61009856.60,0.034684,0,27.90,9576.182170,0.00010443,9,1.000000,0.0000,0.000000
54299005,55.15,4.352,57985520.91,0.596245,0,24.46,9101.478718,0.00010987,9,1.000000,0.0000,0.000000
54329155,31.88,23.004,61217035.01,3.219089,0,25.65,9608.701147,0.00010407,9,1.000000,0.0000,0.000000
54517090,34.00,5.274,14700890.28,0.205319,0,25.51,2307.469829,0.00043338,9,1.000000,0.0000,0.000000
2804841,303.07,8.672,27547404.02,392.971778,0,20.76,4323.874434,0.00023127,9,1.000000,0.0000,0.000000
54538386,44.42,8.977,3633729.03,1.325460,0,24.93,570.354580,0.00175330,9,1.000000,0.0000,0.000000
54538817,14.18,1.279,7593649.68,0.000875,0,27.41,1191.908598,0.00083899,9,1.000000,0.0000,0.000000
54542750,126.34,10.204,20221329.62,39.417160,0,22.66,3173.964781,0.00031506,9,1.000000,0.0000,0.000000
2456938,273.87,14.204,25967511.80,777.938977,1,20.98,4075.892607,0.00024535,9,1.000000,0.0000,0.000000
3685808,458.71,20.252,9902861.94,7431.323992,1,19.86,1554.365396,0.00064335,9,1.000000,0.0000,0.000000
3733862,3.26,5.036,27579241.91,0.000165,0,30.60,4328.871749,0.00023101,9,1.000000,0.0000,0.000000
3829460,34.16,3.045,56511527.73,0.069369,0,25.50,8870.118934,0.00011274,9,1.000000,0.0000,0.000000
3989158,63.32,9.230,41527140.68,4.060258,0,24.16,6518.151103,0.00015342,9,1.000000,0.0000,0.000000
54137806,23.85,4.503,27079179.78,0.051652,0,26.28,4250.381382,0.00023527,9,1.000000,0.0000,0.000000
54335221,21.65,13.453,37637885.63,0.344947,0,26.49,5907.688845,0.00016927,9,1.000000,0.0000,0.000000
54376019,121.77,12.722,25940264.79,54.853984,0,22.74,4071.615883,0.00024560,9,1.000000,0.0000,0.000000
54511085,40.88,5.679,29814138.84,0.413617,0,25.11,4679.663921,0.00021369,9,1.000000,0.0000,0.000000
54535017,11.74,4.575,2565564.95,0.006352,0,27.82,402.694232,0.00248327,9,1.000000,0.0000,0.000000
54537876,31.88,13.548,3597158.60,1.116626,0,25.65,564.614441,0.00177112,9,1.000000,0.0000,0.000000
54537920,54.39,19.292,7887726.91,11.242484,0,24.49,1238.067323,0.00080771,9,1.000000,0.0000,0.000000
54538963,41.64,9.394,15674398.43,1.196223,0,25.07,2460.272866,0.00040646,9,1.000000,0.0000,0.000000
2839444,458.71,20.252,9902861.95,7431.323993,1,19.86,1554.365398,0.00064335,9,1.000000,0.0000,0.000000
3663258,17.12,24.919,69889419.24,0.585064,0,27.00,10969.929248,0.00009116,9,1.000000,0.0000,0.000000
3842657,14.24,13.107,37303881.90,0.093146,0,27.40,5855.263208,0.00017079,9,1.000000,0.0000,0.000000
54017234,273.87,31.855,13213182.28,3912.754292,1,20.98,2073.957350,0.00048217,9,1.000000,0.0000,0.000000
54224427,15.47,6.558,52113133.17,0.029902,0,27.22,8179.741511,0.00012225,9,1.000000,0.0000,0.000000
54402361,60.47,22.388,71186001.40,20.803993,0,24.26,11173.442380,0.00008950,9,1.000000,0.0000,0.000000
54434763,1.90,13.751,63756603.18,0.000245,0,31.77,10007.314893,0.00009993,9,1.000000,0.0000,0.000000
54533908,51.94,6.241,12470053.73,1.024889,0,24.59,1957.314980,0.00051090,9,1.000000,0.0000,0.000000
2163696,2125.90,18.753,26537111.17,634261.173756,0,16.53,4165.297625,0.00024008,9,1.000000,0.0000,0.000000
3485969,17.12,4.359,37482070.25,0.017899,0,27.00,5883.231871,0.00016997,9,1.000000,0.0000,0.000000
3744561,14.91,17.034,64336298.45,0.180612,0,27.30,10098.304575,0.00009903,9,1.000000,0.0000,0.000000
3753870,105.57,18.264,9469827.16,73.676520,0,23.05,1486.395725,0.00067277,9,1.000000,0.0000,0.000000
3767164,71.37,16.002,59958024.89,17.477761,0,23.90,9411.085369,0.00010626,9,1.000000,0.0000,0.000000
3841673,24.63,10.479,17074966.83,0.308174,0,26.21,2680.107805,0.00037312,9,1.000000,0.0000,0.000000
3841946,172.01,14.128,59613251.87,190.679041,0,21.99,9356.969371,0.00010687,9,1.000000,0.0000,0.000000
54053734,16.35,5.568,33586362.74,0.025443,0,27.10,5271.756826,0.00018969,9,1.000000,0.0000,0.000000
54106579,2.88,7.529,61236476.76,0.000254,0,30.87,9611.752749,0.00010404,9,1.000000,0.0000,0.000000
54246202,30.03,24.414,74704902.82,3.029636,0,25.78,11725.773477,0.00008528,9,1.000000,0.0000,0.000000
54327489,14.51,14.998,32130385.13,0.128876,0,27.36,5043.224789,0.00019829,9,1.000000,0.0000,0.000000
54360100,13.23,28.203,54695717.48,0.345703,0,27.56,8585.107122,0.00011648,9,1.000000,0.0000,0.000000
54370594,39.04,18.019,20290541.03,3.627375,0,25.21,3184.828289,0.00031399,9,1.000000,0.0000,0.000000
54441878,185.16,14.805,19565629.84,261.173248,1,21.83,3071.045337,0.00032562,9,1.000000,0.0000,0.000000
54487274,3.03,8.661,67196078.02,0.000392,0,30.76,10547.179096,0.00009481,9,1.000000,0.0000,0.000000
